neighbourhood_group,latitude,longitude,room_type,minimum_nights,availability_365
Brooklyn,40.67943,-73.94435,Entire home/apt,6,35
Manhattan,40.80015,-73.93764,Private room,1,98
Manhattan,40.71358,-73.99091,Entire home/apt,30,88
Brooklyn,40.68291,-73.90756,Entire home/apt,3,26
Brooklyn,40.70796,-73.92412,Private room,2,73
Brooklyn,40.71264,-73.94889,Private room,1,51
Brooklyn,40.68612,-73.94318,Private room,5,297
Queens,40.74644,-73.88656,Private room,2,1
Brooklyn,40.68642,-73.9344,Shared room,5,258
Manhattan,40.8035,-73.94764,Entire home/apt,4,278
Manhattan,40.8057,-73.94689,Entire home/apt,3,297
Brooklyn,40.67021,-73.92368,Private room,1,51
Manhattan,40.74436,-74.00729,Entire home/apt,3,157
Brooklyn,40.58546,-73.9457,Entire home/apt,21,81
Queens,40.77751,-73.90902,Private room,1,90
Queens,40.68695,-73.84101,Entire home/apt,2,344
Manhattan,40.72013,-73.98842,Private room,3,76
Manhattan,40.80453,-73.95699,Private room,2,182
Manhattan,40.79564,-73.97173,Private room,50,201
Manhattan,40.73643,-73.98724,Entire home/apt,30,310
Manhattan,40.7195,-73.99416,Private room,5,341
Queens,40.75523,-73.91297,Private room,2,132
Brooklyn,40.68683,-73.96177,Entire home/apt,4,86
Brooklyn,40.71492,-73.96282,Entire home/apt,30,42
Brooklyn,40.73219,-73.95563,Entire home/apt,2,27
Manhattan,40.73365,-73.99727,Entire home/apt,90,90
Manhattan,40.73122,-73.98652,Entire home/apt,2,53
Brooklyn,40.6,-73.95612,Shared room,1,342
Brooklyn,40.71332,-73.94177,Private room,3,152
Queens,40.74461,-73.92004,Private room,2,14
Brooklyn,40.70588,-73.95422,Private room,5,185
Queens,40.73096,-73.84924,Private room,2,157
Brooklyn,40.67618,-73.95607,Private room,2,12
Manhattan,40.84389,-73.94127,Private room,1,90
Queens,40.74786,-73.93889,Private room,1,6
Brooklyn,40.67761,-73.97667,Entire home/apt,2,19
Queens,40.68551,-73.79128,Private room,1,37
Manhattan,40.71685,-73.99074,Private room,1,15
Queens,40.66413,-73.76651,Private room,1,84
Brooklyn,40.70041,-73.92884,Private room,5,323
Manhattan,40.75212,-73.96975,Private room,30,326
Queens,40.75047,-73.75349,Private room,7,148
Brooklyn,40.63745,-74.02534,Private room,2,90
Manhattan,40.76087,-73.96217,Entire home/apt,30,173
Brooklyn,40.65614,-73.9584,Private room,1,309
Queens,40.75024,-73.87849,Shared room,1,365
Brooklyn,40.6919,-73.94487,Private room,1,90
Queens,40.69911,-73.78196,Entire home/apt,2,81
Queens,40.75875,-73.92048,Entire home/apt,2,279
Brooklyn,40.59338,-73.9579,Private room,2,35
Queens,40.70103,-73.91018,Private room,2,53
Manhattan,40.70902,-74.01686,Entire home/apt,75,55
Manhattan,40.7762,-73.97944,Entire home/apt,2,215
Manhattan,40.78786,-73.96837,Entire home/apt,2,142
Queens,40.76853,-73.9172,Private room,1,172
Manhattan,40.8532,-73.93225,Private room,56,365
Bronx,40.82415,-73.92778,Private room,2,110
Brooklyn,40.69924,-73.99296,Entire home/apt,2,74
Manhattan,40.73052,-73.98461,Private room,3,23
Queens,40.58921,-73.79967,Private room,2,79
Brooklyn,40.67929,-73.8847,Private room,1,74
Brooklyn,40.68747,-73.90977,Private room,1,172
Brooklyn,40.66689,-73.92806,Private room,21,44
Queens,40.70242,-73.90403,Entire home/apt,3,10
Manhattan,40.80996,-73.94191,Private room,1,1
Manhattan,40.70825,-74.00482,Entire home/apt,29,358
Manhattan,40.79315,-73.93984,Private room,2,233
Manhattan,40.76458,-73.96759,Entire home/apt,31,157
Queens,40.68981,-73.83198,Private room,1,176
Brooklyn,40.71102,-73.95627,Private room,1,89
Brooklyn,40.68561,-73.93289,Private room,30,312
Manhattan,40.7213,-73.98862,Private room,15,260
Brooklyn,40.71512,-73.95655,Private room,2,34
Brooklyn,40.65889,-73.95627,Private room,31,242
Brooklyn,40.68293,-73.92924,Private room,1,359
Brooklyn,40.67091,-73.94888,Entire home/apt,4,96
Brooklyn,40.73242,-73.9585,Entire home/apt,3,72
Manhattan,40.75506,-73.99803,Private room,1,166
Manhattan,40.85609,-73.93166,Entire home/apt,1,75
Manhattan,40.83235,-73.94117,Entire home/apt,1,40
Manhattan,40.71755,-73.98967,Entire home/apt,1,163
Queens,40.70269,-73.82653,Entire home/apt,2,44
Manhattan,40.80514,-73.95115,Entire home/apt,2,247
Queens,40.58818,-73.81302,Entire home/apt,1,171
Brooklyn,40.58449,-73.94132,Entire home/apt,7,342
Brooklyn,40.66055,-73.94242,Private room,1,53
Manhattan,40.78198,-73.97571,Entire home/apt,1,29
Brooklyn,40.69366,-73.91608,Entire home/apt,2,29
Brooklyn,40.6697,-73.99357,Private room,1,282
Brooklyn,40.64136,-74.01709,Private room,1,140
Manhattan,40.73478,-74.00015,Entire home/apt,2,3
Brooklyn,40.69454,-73.94495,Private room,1,260
Brooklyn,40.58721,-73.96018,Entire home/apt,20,364
Manhattan,40.71957,-73.99573,Entire home/apt,30,161
Manhattan,40.71137,-73.99403,Private room,4,96
Bronx,40.86066,-73.85414,Private room,1,280
Manhattan,40.71682,-73.99843,Private room,1,76
Brooklyn,40.68678,-73.90629,Entire home/apt,2,15
Manhattan,40.71329,-73.98787,Private room,4,168
Queens,40.71075,-73.7823,Entire home/apt,2,324
Brooklyn,40.59671,-73.98741,Private room,7,365
Brooklyn,40.68534,-73.93433,Entire home/apt,5,202
Manhattan,40.73804,-73.98503,Entire home/apt,28,173
Queens,40.69883,-73.85142,Private room,2,50
Brooklyn,40.71164,-73.95173,Private room,2,3
Brooklyn,40.69485,-73.94005,Shared room,30,341
Brooklyn,40.72509,-73.95418,Private room,6,43
Brooklyn,40.68607,-73.93235,Private room,30,331
Brooklyn,40.66768,-73.98425,Private room,3,308
Brooklyn,40.67895,-73.91077,Private room,1,52
Brooklyn,40.71004,-73.95577,Entire home/apt,2,23
Manhattan,40.73897,-74.0018,Entire home/apt,5,41
Manhattan,40.74197,-73.99703,Entire home/apt,5,14
Queens,40.70148,-73.88954,Private room,2,254
Brooklyn,40.68669,-73.91989,Private room,1,311
Queens,40.73351,-73.71299,Private room,2,222
Brooklyn,40.72329,-73.93758,Entire home/apt,1,365
Brooklyn,40.7079,-73.95598,Private room,2,307
Brooklyn,40.7069,-73.9436,Entire home/apt,14,345
Queens,40.70154,-73.90752,Private room,30,365
Brooklyn,40.69101,-73.93773,Private room,1,288
Brooklyn,40.65152,-73.95271,Private room,7,69
Brooklyn,40.67138,-73.96058,Private room,30,318
Brooklyn,40.68674,-73.97618,Entire home/apt,3,92
Manhattan,40.70637,-74.00645,Entire home/apt,29,309
Bronx,40.90391,-73.85312,Entire home/apt,2,77
Brooklyn,40.68863,-73.90874,Private room,1,66
Manhattan,40.81652,-73.94914,Private room,5,335
Bronx,40.88435,-73.90305,Entire home/apt,2,332
Brooklyn,40.69413,-73.9723,Entire home/apt,2,361
Brooklyn,40.69029,-73.91899,Shared room,1,155
Brooklyn,40.63846,-73.92892,Entire home/apt,1,185
Manhattan,40.74406,-73.99551,Entire home/apt,4,236
Brooklyn,40.64428,-73.96988,Private room,3,11
Manhattan,40.75587,-73.99724,Private room,7,356
Manhattan,40.74154,-73.99283,Entire home/apt,1,359
Brooklyn,40.65463,-73.97536,Entire home/apt,2,35
Bronx,40.89756,-73.85639,Private room,1,148
Manhattan,40.74839,-73.98087,Entire home/apt,3,208
Manhattan,40.80321,-73.9682,Private room,30,210
Brooklyn,40.69164,-73.91513,Shared room,1,365
Queens,40.73657,-73.91975,Private room,1,275
Queens,40.74707,-73.9235,Entire home/apt,30,109
Brooklyn,40.68491,-73.94919,Private room,5,21
Manhattan,40.73594,-73.97947,Entire home/apt,3,1
Brooklyn,40.70276,-73.9271,Private room,1,362
Manhattan,40.73054,-74.00061,Entire home/apt,1,185
Brooklyn,40.68977,-73.92723,Private room,30,214
Brooklyn,40.68971,-73.96073,Shared room,1,345
Brooklyn,40.70046,-73.95133,Private room,2,241
Manhattan,40.72897,-73.9811,Entire home/apt,30,186
Manhattan,40.73337,-73.98828,Private room,2,336
Manhattan,40.71775,-74.00607,Entire home/apt,14,365
Brooklyn,40.68526,-73.97154,Entire home/apt,7,173
Manhattan,40.81399,-73.95229,Private room,2,365
Queens,40.76152,-73.92254,Private room,5,249
Queens,40.73587,-73.92027,Private room,1,319
Manhattan,40.72912,-73.98355,Entire home/apt,3,15
Manhattan,40.76037,-73.99084,Private room,1,248
Brooklyn,40.6779,-73.97991,Private room,1,276
Manhattan,40.73865,-73.9781,Entire home/apt,30,364
Manhattan,40.76103,-73.97996,Entire home/apt,25,261
Brooklyn,40.63683,-73.93123,Private room,4,87
Queens,40.70502,-73.89547,Private room,1,70
Manhattan,40.72919,-73.98151,Entire home/apt,2,254
Brooklyn,40.7155,-73.94656,Entire home/apt,2,313
Brooklyn,40.67563,-73.87866,Entire home/apt,1,311
Manhattan,40.70748,-74.01081,Entire home/apt,2,331
Manhattan,40.70372,-74.01002,Shared room,1,357
Queens,40.74122,-73.92223,Private room,1,346
Brooklyn,40.64172,-73.93073,Entire home/apt,2,34
Manhattan,40.73316,-74.00782,Entire home/apt,4,61
Manhattan,40.7049,-74.00617,Entire home/apt,70,203
Manhattan,40.83353,-73.94393,Private room,4,59
Brooklyn,40.68287,-73.88578,Entire home/apt,2,167
Manhattan,40.76574,-73.98188,Entire home/apt,30,316
Manhattan,40.74256,-73.97912,Private room,2,267
Queens,40.59082,-73.80328,Entire home/apt,2,335
Manhattan,40.75333,-73.97266,Private room,3,160
Brooklyn,40.66736,-73.98508,Entire home/apt,5,8
Brooklyn,40.69377,-73.9307,Entire home/apt,2,10
Manhattan,40.75964,-73.98731,Private room,1,36
Brooklyn,40.69911,-73.94162,Private room,10,59
Manhattan,40.7292,-73.99964,Private room,2,48
Brooklyn,40.72483,-73.9437,Shared room,1,346
Manhattan,40.73261,-74.00713,Entire home/apt,2,365
Brooklyn,40.6824,-73.93597,Entire home/apt,30,171
Manhattan,40.7559,-73.98562,Private room,1,298
Brooklyn,40.65671,-73.9622,Private room,30,21
Queens,40.73894,-73.86477,Shared room,2,356
Brooklyn,40.69441,-73.90881,Entire home/apt,3,50
Manhattan,40.80771,-73.94112,Shared room,1,179
Brooklyn,40.70525,-73.93363,Private room,1,13
Brooklyn,40.6906,-73.94986,Private room,3,116
Manhattan,40.72647,-73.99061,Entire home/apt,2,306
Manhattan,40.71907,-73.99685,Entire home/apt,1,29
Queens,40.67286,-73.79666,Shared room,5,365
Queens,40.70358,-73.90864,Private room,7,281
Manhattan,40.75471,-73.98781,Private room,1,352
Manhattan,40.70724,-74.01085,Entire home/apt,2,325
Brooklyn,40.71213,-73.95654,Entire home/apt,1,169
Brooklyn,40.67041,-73.9463,Private room,1,364
Brooklyn,40.68373,-73.95161,Private room,2,294
Queens,40.71768,-73.77308,Private room,3,363
Brooklyn,40.68556,-73.95417,Private room,3,66
Queens,40.68794,-73.85566,Private room,1,3
Queens,40.73318,-73.79322,Entire home/apt,2,3
Manhattan,40.79635,-73.94815,Private room,3,88
Manhattan,40.86626,-73.92543,Private room,4,4
Manhattan,40.76089,-74.0003,Entire home/apt,7,308
Brooklyn,40.70074,-73.92333,Private room,14,67
Brooklyn,40.69241,-73.90545,Shared room,30,312
Manhattan,40.80774,-73.94939,Private room,10,345
Manhattan,40.70648,-74.01241,Entire home/apt,2,337
Brooklyn,40.66129,-73.98734,Entire home/apt,3,41
Brooklyn,40.69796,-73.92409,Private room,2,84
Brooklyn,40.68868,-73.97671,Entire home/apt,1,49
Brooklyn,40.69138,-73.93217,Entire home/apt,1,5
Brooklyn,40.69445,-73.92235,Entire home/apt,2,354
Brooklyn,40.69563,-73.94197,Private room,2,165
Brooklyn,40.64747,-73.96171,Private room,3,335
Brooklyn,40.69615,-73.93302,Private room,2,2
Queens,40.75759,-73.92677,Private room,1,336
Manhattan,40.79803,-73.93648,Private room,1,318
Queens,40.58718,-73.81541,Entire home/apt,2,310
Manhattan,40.7503,-74.00473,Private room,1,33
Manhattan,40.71969,-73.99287,Entire home/apt,3,273
Queens,40.75526,-73.86468,Private room,1,328
Brooklyn,40.68701,-73.91437,Entire home/apt,2,6
Staten Island,40.62967,-74.1285,Entire home/apt,2,354
Brooklyn,40.71787,-73.95585,Entire home/apt,2,79
Brooklyn,40.67502,-73.9178,Private room,3,305
Brooklyn,40.67952,-73.91296,Private room,1,31
Manhattan,40.74052,-73.98188,Entire home/apt,3,263
Manhattan,40.77362,-73.94886,Entire home/apt,1,26
Bronx,40.84607,-73.83842,Entire home/apt,7,349
Brooklyn,40.68586,-73.9501,Private room,30,245
Manhattan,40.72469,-73.97892,Entire home/apt,1,38
Manhattan,40.75639,-73.96558,Entire home/apt,1,301
Manhattan,40.77601,-73.95114,Private room,1,283
Brooklyn,40.691,-73.94696,Entire home/apt,1,351
Brooklyn,40.68568,-73.91923,Private room,30,178
Manhattan,40.79155,-73.94746,Private room,1,102
Staten Island,40.54889,-74.14199,Private room,2,84
Bronx,40.84378,-73.84469,Entire home/apt,1,178
Brooklyn,40.67128,-73.91604,Entire home/apt,1,88
Queens,40.69159,-73.73658,Private room,2,79
Manhattan,40.76326,-73.98612,Entire home/apt,3,212
Queens,40.74184,-73.88393,Private room,2,292
Manhattan,40.73714,-73.97962,Entire home/apt,1,312
Queens,40.67352,-73.77957,Entire home/apt,1,347
Bronx,40.82132,-73.92884,Entire home/apt,3,187
Brooklyn,40.68581,-73.94689,Entire home/apt,3,178
Manhattan,40.7204,-73.98371,Entire home/apt,30,193
Manhattan,40.70486,-74.01546,Private room,2,18
Manhattan,40.71106,-74.0157,Entire home/apt,28,47
Manhattan,40.78057,-73.95186,Entire home/apt,4,100
Manhattan,40.78806,-73.97969,Entire home/apt,8,68
Manhattan,40.7975,-73.97161,Entire home/apt,2,37
Queens,40.7081,-73.89507,Private room,30,278
Queens,40.76598,-73.9162,Private room,30,43
Queens,40.75832,-73.91448,Private room,15,31
Brooklyn,40.69389,-73.9512,Private room,2,110
Brooklyn,40.6784,-73.8924,Private room,1,365
Brooklyn,40.66146,-73.98371,Entire home/apt,2,34
Manhattan,40.84143,-73.94569,Entire home/apt,1,338
Manhattan,40.72768,-73.99917,Entire home/apt,31,10
Queens,40.7258,-73.86715,Private room,1,127
Queens,40.76428,-73.83225,Private room,3,158
Brooklyn,40.67321,-73.96514,Private room,1,188
Queens,40.71325,-73.85415,Entire home/apt,3,1
Queens,40.69256,-73.79988,Entire home/apt,3,153
Brooklyn,40.66076,-73.94547,Shared room,2,352
Brooklyn,40.65255,-73.9454,Private room,2,40
Manhattan,40.75483,-73.99405,Entire home/apt,1,46
Staten Island,40.63457,-74.07817,Private room,1,351
Manhattan,40.71991,-73.98505,Entire home/apt,30,172
Brooklyn,40.71474,-73.94441,Entire home/apt,2,176
Queens,40.77466,-73.91807,Entire home/apt,3,89
Manhattan,40.75374,-73.99517,Private room,7,310
Queens,40.7466,-73.89176,Entire home/apt,4,321
Manhattan,40.7593,-73.95967,Private room,1,365
Brooklyn,40.6938,-73.97404,Entire home/apt,3,107
Staten Island,40.64465,-74.09272,Private room,1,276
Queens,40.66735,-73.76647,Entire home/apt,1,102
Queens,40.77029,-73.91881,Entire home/apt,5,173
Queens,40.69612,-73.84699,Private room,1,164
Manhattan,40.71906,-73.9845,Private room,1,145
Brooklyn,40.64277,-73.94715,Private room,2,90
Queens,40.74493,-73.91528,Entire home/apt,30,332
Brooklyn,40.65307,-73.95781,Entire home/apt,2,282
Brooklyn,40.69175,-73.90932,Entire home/apt,2,9
Queens,40.76273,-73.91642,Private room,2,244
Manhattan,40.78023,-73.97884,Entire home/apt,5,24
Brooklyn,40.66167,-73.92854,Entire home/apt,1,244
Brooklyn,40.66713,-73.9411,Private room,4,272
Brooklyn,40.72251,-73.95103,Entire home/apt,3,70
Brooklyn,40.63009,-73.96671,Private room,4,304
Queens,40.74368,-73.92421,Private room,8,363
Manhattan,40.73502,-73.986,Entire home/apt,2,12
Queens,40.78073,-73.8193,Private room,1,89
Brooklyn,40.72176,-73.94393,Entire home/apt,2,235
Brooklyn,40.67051,-73.95166,Private room,2,328
Brooklyn,40.6919,-73.90626,Shared room,30,342
Brooklyn,40.63074,-73.95849,Entire home/apt,4,20
Queens,40.71937,-73.90442,Private room,1,169
Brooklyn,40.68512,-73.93893,Private room,2,38
Manhattan,40.71336,-73.99263,Entire home/apt,1,318
Queens,40.77204,-73.9223,Private room,1,3
Manhattan,40.71953,-73.99685,Private room,2,160
Queens,40.65278,-73.84289,Entire home/apt,1,323
Manhattan,40.74519,-73.98338,Entire home/apt,30,352
Manhattan,40.76334,-73.98909,Entire home/apt,30,105
Manhattan,40.70613,-74.01067,Entire home/apt,2,347
Manhattan,40.78804,-73.94906,Private room,1,223
Manhattan,40.80034,-73.96638,Private room,1,365
Manhattan,40.76575,-73.98168,Entire home/apt,30,343
Manhattan,40.73432,-74.00306,Private room,1,364
Brooklyn,40.67805,-73.91071,Private room,2,209
Brooklyn,40.60596,-73.95672,Private room,3,354
Brooklyn,40.68366,-73.9247,Private room,2,6
Manhattan,40.83064,-73.94076,Entire home/apt,1,17
Queens,40.70737,-73.91138,Entire home/apt,1,351
Manhattan,40.7043,-74.00923,Entire home/apt,30,346
Queens,40.71293,-73.84915,Private room,1,183
Brooklyn,40.6493,-73.94547,Private room,2,104
Manhattan,40.7983,-73.96115,Entire home/apt,4,345
Queens,40.7638,-73.87238,Private room,1,337
Brooklyn,40.67615,-73.93046,Private room,1,361
Manhattan,40.76242,-73.98813,Entire home/apt,30,335
Manhattan,40.82808,-73.94126,Private room,3,10
Brooklyn,40.68939,-73.92331,Private room,3,329
Brooklyn,40.71729,-73.9453,Private room,3,67
Manhattan,40.76312,-73.96624,Private room,1,351
Manhattan,40.80431,-73.96512,Private room,1,64
Queens,40.70807,-73.89483,Private room,30,322
Manhattan,40.73231,-74.00377,Private room,1,330
Brooklyn,40.69774,-73.97502,Private room,30,341
Queens,40.77329,-73.91183,Entire home/apt,3,41
Manhattan,40.72981,-74.00348,Entire home/apt,6,339
Manhattan,40.75282,-73.96688,Entire home/apt,3,339
Manhattan,40.76711,-73.98371,Entire home/apt,30,343
Manhattan,40.83473,-73.93982,Private room,6,257
Manhattan,40.76109,-73.99305,Private room,3,3
Manhattan,40.75023,-73.98293,Entire home/apt,10,101
Manhattan,40.79224,-73.97417,Entire home/apt,30,265
Manhattan,40.80395,-73.95519,Entire home/apt,3,152
Manhattan,40.76232,-73.97512,Private room,2,213
Brooklyn,40.6713,-73.94329,Entire home/apt,30,264
Queens,40.66222,-73.76324,Private room,2,365
Bronx,40.8801,-73.89709,Private room,1,63
Brooklyn,40.69312,-73.96051,Entire home/apt,2,66
Brooklyn,40.71705,-73.96545,Entire home/apt,30,77
Manhattan,40.84918,-73.93775,Private room,1,4
Queens,40.76132,-73.88192,Private room,2,79
Brooklyn,40.63481,-73.95927,Private room,1,311
Brooklyn,40.6686,-73.98342,Private room,3,22
Brooklyn,40.60795,-73.95218,Entire home/apt,2,103
Manhattan,40.72893,-73.99512,Entire home/apt,2,11
Manhattan,40.72177,-73.98898,Entire home/apt,3,12
Manhattan,40.77907,-73.95211,Entire home/apt,2,228
Brooklyn,40.69917,-73.9123,Private room,2,125
Manhattan,40.80581,-73.95374,Entire home/apt,24,60
Queens,40.76826,-73.92772,Shared room,1,165
Bronx,40.84353,-73.91108,Private room,3,341
Manhattan,40.80935,-73.93812,Private room,1,30
Brooklyn,40.68514,-73.95981,Entire home/apt,4,15
Queens,40.75985,-73.88233,Shared room,1,89
Manhattan,40.73421,-74.00321,Entire home/apt,1,5
Brooklyn,40.68881,-73.92017,Private room,3,365
Queens,40.75026,-73.82873,Private room,7,120
Manhattan,40.72202,-73.98922,Entire home/apt,2,2
Brooklyn,40.69061,-73.91348,Private room,30,5
Manhattan,40.72796,-73.98178,Entire home/apt,2,270
Manhattan,40.70563,-74.00835,Entire home/apt,30,350
Manhattan,40.7267,-73.97965,Entire home/apt,1,349
Brooklyn,40.71649,-73.96176,Private room,5,11
Brooklyn,40.67599,-73.93995,Private room,5,129
Brooklyn,40.59658,-73.95944,Shared room,7,311
Manhattan,40.76535,-73.99252,Entire home/apt,5,9
Manhattan,40.76543,-73.98871,Entire home/apt,2,233
Queens,40.76167,-73.91346,Entire home/apt,2,116
Manhattan,40.76481,-73.96001,Private room,1,365
Brooklyn,40.70269,-73.92833,Private room,7,10
Brooklyn,40.6877,-73.9159,Entire home/apt,2,6
Brooklyn,40.67502,-73.87277,Private room,2,41
Queens,40.7457,-73.94497,Private room,4,12
Manhattan,40.76174,-73.99228,Entire home/apt,30,333
Queens,40.70285,-73.90798,Private room,30,290
Manhattan,40.75392,-73.96862,Entire home/apt,2,136
Manhattan,40.79014,-73.94035,Private room,1,66
Manhattan,40.79203,-73.97299,Entire home/apt,30,135
Manhattan,40.7948,-73.94835,Private room,14,38
Manhattan,40.75735,-73.99007,Entire home/apt,2,215
Manhattan,40.87206,-73.92946,Private room,4,157
Manhattan,40.8067,-73.95799,Private room,6,251
Queens,40.72664,-73.85884,Entire home/apt,2,365
Manhattan,40.72921,-73.98629,Entire home/apt,3,5
Manhattan,40.72463,-73.98938,Entire home/apt,1,253
Manhattan,40.70864,-74.01276,Entire home/apt,4,40
Brooklyn,40.70778,-73.94411,Entire home/apt,7,128
Manhattan,40.82857,-73.95161,Entire home/apt,30,5
Manhattan,40.76579,-73.98049,Private room,2,2
Brooklyn,40.67519,-73.87372,Private room,2,1
Brooklyn,40.68615,-73.9972,Entire home/apt,3,14
Manhattan,40.86182,-73.92667,Private room,1,324
Brooklyn,40.65343,-73.95175,Private room,3,129
Manhattan,40.76687,-73.98273,Entire home/apt,30,188
Bronx,40.86917,-73.89465,Private room,3,65
Brooklyn,40.63866,-74.01746,Private room,2,349
Queens,40.75433,-73.7688,Private room,1,318
Manhattan,40.72962,-73.98078,Entire home/apt,30,338
Queens,40.75255,-73.93654,Private room,4,286
Manhattan,40.72083,-73.99308,Entire home/apt,30,226
Manhattan,40.75274,-73.97026,Entire home/apt,30,365
Manhattan,40.73085,-73.99421,Entire home/apt,3,29
Brooklyn,40.63723,-73.90854,Entire home/apt,1,97
Brooklyn,40.68193,-73.91252,Private room,3,348
Brooklyn,40.661,-73.99618,Private room,2,61
Manhattan,40.7544,-73.97345,Entire home/apt,2,4
Manhattan,40.76408,-73.98996,Private room,1,27
Manhattan,40.82996,-73.94714,Private room,1,6
Manhattan,40.70645,-74.01186,Entire home/apt,2,262
Manhattan,40.77014,-73.96222,Entire home/apt,2,358
Brooklyn,40.65064,-73.95045,Entire home/apt,2,66
Manhattan,40.82132,-73.9538,Private room,1,5
Manhattan,40.75094,-73.981,Entire home/apt,1,365
Brooklyn,40.68884,-73.9733,Entire home/apt,3,5
Queens,40.73842,-73.87609,Private room,3,208
Manhattan,40.80609,-73.95258,Entire home/apt,4,197
Queens,40.7639,-73.93199,Private room,14,61
Manhattan,40.78105,-73.98151,Entire home/apt,30,67
Brooklyn,40.69506,-73.93556,Private room,1,45
Manhattan,40.80392,-73.96556,Private room,1,31
Brooklyn,40.69809,-73.92244,Entire home/apt,2,357
Brooklyn,40.58851,-73.9558,Private room,4,341
Manhattan,40.76477,-73.97592,Entire home/apt,3,358
Manhattan,40.80199,-73.95779,Private room,2,46
Queens,40.74295,-73.87812,Private room,2,358
Brooklyn,40.71408,-73.9489,Private room,3,117
Manhattan,40.74554,-73.97368,Entire home/apt,30,349
Staten Island,40.58392,-74.1078,Entire home/apt,14,268
Manhattan,40.79993,-73.95485,Private room,14,66
Brooklyn,40.69627,-73.92705,Private room,1,7
Queens,40.74547,-73.87746,Private room,2,3
Manhattan,40.70598,-74.00761,Entire home/apt,30,290
Queens,40.67367,-73.78157,Entire home/apt,1,359
Brooklyn,40.73279,-73.954,Entire home/apt,2,7
Brooklyn,40.68983,-73.86905,Private room,3,6
Queens,40.67106,-73.74833,Private room,2,282
Brooklyn,40.68755,-73.91856,Private room,2,28
Brooklyn,40.7294,-73.94977,Private room,7,163
Manhattan,40.71301,-74.00481,Entire home/apt,30,331
Brooklyn,40.71436,-73.96362,Entire home/apt,3,12
Manhattan,40.80169,-73.95154,Private room,3,39
Bronx,40.86605,-73.90694,Entire home/apt,26,37
Manhattan,40.76465,-73.99499,Entire home/apt,30,365
Manhattan,40.80735,-73.94064,Entire home/apt,9,365
Queens,40.7426,-73.92318,Entire home/apt,4,12
Manhattan,40.71161,-74.00665,Private room,9,365
Brooklyn,40.66929,-73.98707,Entire home/apt,5,192
Brooklyn,40.64126,-73.97797,Entire home/apt,1,53
Brooklyn,40.68603,-73.91399,Private room,12,130
Brooklyn,40.68027,-73.94358,Private room,4,15
Manhattan,40.73775,-74.00344,Entire home/apt,88,249
Queens,40.71754,-73.83367,Entire home/apt,2,89
Manhattan,40.82457,-73.94008,Entire home/apt,7,33
Manhattan,40.74231,-73.97839,Entire home/apt,30,365
Manhattan,40.7286,-73.97952,Private room,1,98
Queens,40.76649,-73.92643,Private room,1,348
Queens,40.5939,-73.77361,Entire home/apt,7,87
Brooklyn,40.66265,-73.88735,Private room,3,90
Manhattan,40.81548,-73.95931,Private room,1,57
Manhattan,40.74829,-73.97554,Entire home/apt,30,364
Manhattan,40.78019,-73.95857,Entire home/apt,30,365
Manhattan,40.71214,-73.99568,Private room,1,153
Brooklyn,40.71603,-73.96417,Entire home/apt,3,44
Brooklyn,40.67746,-74.01392,Entire home/apt,1,273
Manhattan,40.76502,-73.98932,Entire home/apt,1,193
Bronx,40.81192,-73.85334,Entire home/apt,1,332
Manhattan,40.80641,-73.94114,Entire home/apt,3,89
Brooklyn,40.72887,-73.95163,Private room,30,97
Manhattan,40.74883,-73.9752,Entire home/apt,29,365
Manhattan,40.78579,-73.97148,Entire home/apt,2,129
Queens,40.77707,-73.91887,Entire home/apt,5,1
Brooklyn,40.6995,-73.93334,Private room,2,26
Queens,40.74885,-73.9526,Entire home/apt,3,23
Manhattan,40.79433,-73.96518,Entire home/apt,30,337
Brooklyn,40.69471,-73.94406,Private room,2,1
Staten Island,40.59644,-74.08279,Private room,4,340
Brooklyn,40.71509,-73.96342,Entire home/apt,2,13
Manhattan,40.74749,-73.98873,Entire home/apt,1,213
Manhattan,40.74825,-73.98853,Entire home/apt,1,200
Brooklyn,40.66912,-73.94337,Entire home/apt,1,140
Queens,40.77193,-73.79966,Private room,30,296
Manhattan,40.85416,-73.9292,Entire home/apt,2,365
Brooklyn,40.71225,-73.95757,Private room,28,258
Manhattan,40.70606,-74.0054,Entire home/apt,1,117
Manhattan,40.79474,-73.9383,Entire home/apt,3,5
Manhattan,40.76642,-73.98326,Entire home/apt,30,364
Manhattan,40.76521,-73.98986,Entire home/apt,3,17
Brooklyn,40.70837,-73.95352,Entire home/apt,2,46
Manhattan,40.78378,-73.95606,Entire home/apt,31,249
Brooklyn,40.6776,-73.93504,Entire home/apt,7,156
Brooklyn,40.61699,-74.01042,Private room,1,45
Manhattan,40.7644,-73.99338,Private room,3,293
Manhattan,40.76173,-73.96183,Entire home/apt,3,158
Manhattan,40.7363,-73.98338,Entire home/apt,1,312
Staten Island,40.54639,-74.13706,Entire home/apt,30,130
Manhattan,40.76285,-73.98609,Entire home/apt,1,122
Brooklyn,40.70927,-73.94684,Private room,1,151
Manhattan,40.72654,-74.00201,Entire home/apt,5,365
Manhattan,40.76135,-73.96645,Private room,8,87
Manhattan,40.71943,-73.99627,Entire home/apt,2,298
Manhattan,40.86256,-73.92887,Private room,3,258
Brooklyn,40.69746,-73.92065,Private room,1,13
Manhattan,40.80705,-73.95582,Private room,2,13
Bronx,40.86617,-73.848,Private room,2,353
